edition,team_id,team,player_id,player,match_number,match_id,stage,opponent,team_match_number,nominal_minutes,lineup_status,availability_status,played_minutes,suspension_unavailable_minutes,injury_unavailable_minutes,union_unavailable_minutes,opportunity_denominator_minutes,injury_source_url,injury_evidence_note,participation_source_url,participation_source_archive
2014,43854,Côte d'Ivoire,207946,Souleymane Bamba,21,300186468,group,Colombia,2,90,starter,played,90,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,43854,Côte d'Ivoire,207946,Souleymane Bamba,38,300186455,group,Greece,3,90,starter,played,90,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,43854,Côte d'Ivoire,212306,Didier DROGBA,6,300186507,group,Japan,1,90,used_substitute,played,29,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,43854,Côte d'Ivoire,212306,Didier DROGBA,21,300186468,group,Colombia,2,90,used_substitute,played,31,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,43854,Côte d'Ivoire,212306,Didier DROGBA,38,300186455,group,Greece,3,90,starter,played,77,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,43854,Côte d'Ivoire,216970,Salomon KALOU,6,300186507,group,Japan,1,90,starter,played,90,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,43854,Côte d'Ivoire,216970,Salomon KALOU,21,300186468,group,Colombia,2,90,used_substitute,played,24,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,43854,Côte d'Ivoire,216970,Salomon KALOU,38,300186455,group,Greece,3,90,starter,played,90,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,43854,Côte d'Ivoire,291329,Cheick TIOTÉ,6,300186507,group,Japan,1,90,starter,played,90,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,43854,Côte d'Ivoire,291329,Cheick TIOTÉ,21,300186468,group,Colombia,2,90,starter,played,90,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,43854,Côte d'Ivoire,291329,Cheick TIOTÉ,38,300186455,group,Greece,3,90,starter,played,60,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,43854,Côte d'Ivoire,367555,Serey DIE,6,300186507,group,Japan,1,90,starter,played,61,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186507?language=en,data/raw/2014/fifa/live/m006_300186507.json
2014,43854,Côte d'Ivoire,367555,Serey DIE,21,300186468,group,Colombia,2,90,starter,played,72,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186468?language=en,data/raw/2014/fifa/live/m021_300186468.json
2014,43854,Côte d'Ivoire,367555,Serey DIE,38,300186455,group,Greece,3,90,starter,played,90,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186455?language=en,data/raw/2014/fifa/live/m038_300186455.json
2014,43860,Ghana,183000,Sulley MUNTARI,14,300186512,group,United States,1,90,starter,played,90,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186512?language=en,data/raw/2014/fifa/live/m014_300186512.json
2014,43860,Ghana,183000,Sulley MUNTARI,29,300186493,group,Germany,2,90,starter,played,90,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186493?language=en,data/raw/2014/fifa/live/m029_300186493.json
2014,43860,Ghana,183000,Sulley MUNTARI,46,300186476,group,Portugal,3,90,absent,suspended,0,90,0,90,0,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186476?language=en,data/raw/2014/fifa/live/m046_300186476.json
2014,43860,Ghana,294626,Harrison Afful,14,300186512,group,United States,1,90,unused_substitute,bench,0,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186512?language=en,data/raw/2014/fifa/live/m014_300186512.json
2014,43860,Ghana,294626,Harrison Afful,29,300186493,group,Germany,2,90,starter,played,90,0,0,0,90,,,https://api.fifa.com/api/v3/live/football/17/251164/255931/300186493?language=en,data/raw/2014/fifa/live/m029_300186493.json
