edition,match_number,match_id,stage,team_id,team,opponent,team_match_number,fouls,source_url,source_archive
2018,9,300331525,group,43971,Switzerland,Brazil,1,19,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,10,300331529,group,1902465,Serbia,Costa Rica,1,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,10,300331529,group,43901,Costa Rica,Serbia,1,18,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,11,300331502,group,43911,Mexico,Germany,1,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,11,300331502,group,43948,Germany,Mexico,1,10,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,12,300331499,group,43822,Korea Republic,Sweden,1,23,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,12,300331499,group,43970,Sweden,Korea Republic,1,20,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,13,300331539,group,43914,Panama,Belgium,1,18,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,13,300331539,group,43935,Belgium,Panama,1,17,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,14,300331554,group,43888,Tunisia,England,1,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,14,300331554,group,43942,England,Tunisia,1,8,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,15,300331545,group,43879,Senegal,Poland,1,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,15,300331545,group,43962,Poland,Senegal,1,8,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,16,300331550,group,43819,Japan,Colombia,1,9,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,16,300331550,group,43926,Colombia,Japan,1,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,17,300331495,group,43855,Egypt,Russia,2,10,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,17,300331495,group,43965,Russia,Egypt,2,11,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,18,300331530,group,43835,Saudi Arabia,Uruguay,2,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,18,300331530,group,43930,Uruguay,Saudi Arabia,2,10,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,19,300331511,group,43872,Morocco,Portugal,2,23,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,19,300331511,group,43963,Portugal,Morocco,2,19,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,20,300331496,group,43817,Iran,Spain,2,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,20,300331496,group,43969,Spain,Iran,2,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,21,300331527,group,43929,Peru,France,2,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,21,300331527,group,43946,France,Peru,2,11,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,22,300331518,group,43941,Denmark,Australia,2,7,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,22,300331518,group,43976,Australia,Denmark,2,5,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,23,300331513,group,43922,Argentina,Croatia,2,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,23,300331513,group,43938,Croatia,Argentina,2,23,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,24,300331497,group,43876,Nigeria,Iceland,2,9,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,24,300331497,group,43951,Iceland,Nigeria,2,10,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,25,300331540,group,43901,Costa Rica,Brazil,2,11,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,25,300331540,group,43924,Brazil,Costa Rica,2,11,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,26,300340183,group,1902465,Serbia,Switzerland,2,17,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,26,300340183,group,43971,Switzerland,Serbia,2,12,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,27,300331501,group,43948,Germany,Sweden,2,12,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,27,300331501,group,43970,Sweden,Germany,2,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,28,300331549,group,43822,Korea Republic,Mexico,2,24,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,28,300331549,group,43911,Mexico,Korea Republic,2,7,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,29,300331547,group,43888,Tunisia,Belgium,2,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,29,300331547,group,43935,Belgium,Tunisia,2,12,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,30,300331546,group,43914,Panama,England,2,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,30,300331546,group,43942,England,Panama,2,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,31,300331508,group,43926,Colombia,Poland,2,10,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,31,300331508,group,43962,Poland,Colombia,2,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,32,300331505,group,43819,Japan,Senegal,2,8,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,32,300331505,group,43879,Senegal,Japan,2,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,33,300331516,group,43930,Uruguay,Russia,3,17,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,33,300331516,group,43965,Russia,Uruguay,3,18,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,34,300331509,group,43835,Saudi Arabia,Egypt,3,7,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,34,300331509,group,43855,Egypt,Saudi Arabia,3,16,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,35,300331500,group,43817,Iran,Portugal,3,16,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,35,300331500,group,43963,Portugal,Iran,3,11,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,36,300340184,group,43872,Morocco,Spain,3,17,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,36,300340184,group,43969,Spain,Morocco,3,5,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,37,300331512,group,43941,Denmark,France,3,10,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,37,300331512,group,43946,France,Denmark,3,10,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,38,300331506,group,43929,Peru,Australia,3,12,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,38,300331506,group,43976,Australia,Peru,3,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,39,300331519,group,43876,Nigeria,Argentina,3,20,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,39,300331519,group,43922,Argentina,Nigeria,3,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,40,300331510,group,43938,Croatia,Iceland,3,12,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,40,300331510,group,43951,Iceland,Croatia,3,10,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,41,300331521,group,1902465,Serbia,Brazil,3,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,41,300331521,group,43924,Brazil,Serbia,3,7,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,42,300331534,group,43901,Costa Rica,Switzerland,3,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,42,300331534,group,43971,Switzerland,Costa Rica,3,9,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,43,300331532,group,43822,Korea Republic,Germany,3,16,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,43,300331532,group,43948,Germany,Korea Republic,3,7,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,44,300331548,group,43911,Mexico,Sweden,3,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,44,300331548,group,43970,Sweden,Mexico,3,11,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,45,300340182,group,43935,Belgium,England,3,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,45,300340182,group,43942,England,Belgium,3,11,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,46,300331520,group,43888,Tunisia,Panama,3,19,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,46,300331520,group,43914,Panama,Tunisia,3,18,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,47,300331507,group,43819,Japan,Poland,3,11,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,47,300331507,group,43962,Poland,Japan,3,8,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,48,300331553,group,43879,Senegal,Colombia,3,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,48,300331553,group,43926,Colombia,Senegal,3,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,49,300331544,round_of_16,43930,Uruguay,Portugal,4,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,49,300331544,round_of_16,43963,Portugal,Uruguay,4,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,50,300331537,round_of_16,43922,Argentina,France,4,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,50,300331537,round_of_16,43946,France,Argentina,4,21,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,51,300331517,round_of_16,43965,Russia,Spain,4,19,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,51,300331517,round_of_16,43969,Spain,Russia,4,5,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,52,300331498,round_of_16,43938,Croatia,Denmark,4,5,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,52,300331498,round_of_16,43941,Denmark,Croatia,4,19,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,53,300331535,round_of_16,43911,Mexico,Brazil,4,18,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,53,300331535,round_of_16,43924,Brazil,Mexico,4,6,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,54,300331551,round_of_16,43819,Japan,Belgium,4,9,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,54,300331551,round_of_16,43935,Belgium,Japan,4,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,55,300331514,round_of_16,43970,Sweden,Switzerland,4,11,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,55,300331514,round_of_16,43971,Switzerland,Sweden,4,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,56,300331542,round_of_16,43926,Colombia,England,4,23,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,56,300331542,round_of_16,43942,England,Colombia,4,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,57,300331543,quarter_final,43930,Uruguay,France,5,17,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,57,300331543,quarter_final,43946,France,Uruguay,5,15,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,58,300331538,quarter_final,43924,Brazil,Belgium,5,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,58,300331538,quarter_final,43935,Belgium,Brazil,5,16,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,59,300331504,quarter_final,43938,Croatia,Russia,5,18,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,59,300331504,quarter_final,43965,Russia,Croatia,5,25,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,60,300331541,quarter_final,43942,England,Sweden,5,7,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,60,300331541,quarter_final,43970,Sweden,England,5,10,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,61,300331531,semi_final,43935,Belgium,France,6,16,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,61,300331531,semi_final,43946,France,Belgium,6,6,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,62,300331522,semi_final,43938,Croatia,England,6,23,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,62,300331522,semi_final,43942,England,Croatia,6,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,63,300331536,third_place,43935,Belgium,England,7,11,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,63,300331536,third_place,43942,England,Belgium,7,5,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,64,300331552,final,43938,Croatia,France,7,13,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2018,64,300331552,final,43946,France,Croatia,7,14,https://raw.githubusercontent.com/Shailesh200/FIFA-2018-Statistics/master/fifa.csv,data/raw/draft_workbook_exports/2018/team-match.csv
2022,1,400128082,group,43834,Qatar,Ecuador,1,15,https://fdh-api.fifa.com/v1/stats/match/128084/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,1,400128082,group,43927,Ecuador,Qatar,1,15,https://fdh-api.fifa.com/v1/stats/match/128084/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,2,400235449,group,43879,Senegal,Netherlands,1,13,https://fdh-api.fifa.com/v1/stats/match/132996/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,2,400235449,group,43960,Netherlands,Senegal,1,13,https://fdh-api.fifa.com/v1/stats/match/132996/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,3,400235458,group,43817,Iran,England,1,9,https://fdh-api.fifa.com/v1/stats/match/132997/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,3,400235458,group,43942,England,Iran,1,12,https://fdh-api.fifa.com/v1/stats/match/132997/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,4,400235455,group,43921,United States,Wales,1,9,https://fdh-api.fifa.com/v1/stats/match/132995/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,4,400235455,group,43974,Wales,United States,1,14,https://fdh-api.fifa.com/v1/stats/match/132995/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,5,400235470,group,43946,France,Australia,1,11,https://fdh-api.fifa.com/v1/stats/match/132998/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,5,400235470,group,43976,Australia,France,1,5,https://fdh-api.fifa.com/v1/stats/match/132998/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,6,400235466,group,43888,Tunisia,Denmark,1,9,https://fdh-api.fifa.com/v1/stats/match/132999/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,6,400235466,group,43941,Denmark,Tunisia,1,9,https://fdh-api.fifa.com/v1/stats/match/132999/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,7,400235463,group,43911,Mexico,Poland,1,15,https://fdh-api.fifa.com/v1/stats/match/133000/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,7,400235463,group,43962,Poland,Mexico,1,13,https://fdh-api.fifa.com/v1/stats/match/133000/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,8,400235461,group,43835,Saudi Arabia,Argentina,1,6,https://fdh-api.fifa.com/v1/stats/match/133001/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,8,400235461,group,43922,Argentina,Saudi Arabia,1,21,https://fdh-api.fifa.com/v1/stats/match/133001/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,9,400235477,group,43899,Canada,Belgium,1,10,https://fdh-api.fifa.com/v1/stats/match/133002/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,9,400235477,group,43935,Belgium,Canada,1,14,https://fdh-api.fifa.com/v1/stats/match/133002/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,10,400235472,group,43901,Costa Rica,Spain,1,7,https://fdh-api.fifa.com/v1/stats/match/133004/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,10,400235472,group,43969,Spain,Costa Rica,1,11,https://fdh-api.fifa.com/v1/stats/match/133004/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,11,400235476,group,43819,Japan,Germany,1,6,https://fdh-api.fifa.com/v1/stats/match/133005/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,11,400235476,group,43948,Germany,Japan,1,12,https://fdh-api.fifa.com/v1/stats/match/133005/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,12,400235481,group,43872,Morocco,Croatia,1,11,https://fdh-api.fifa.com/v1/stats/match/133003/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,12,400235481,group,43938,Croatia,Morocco,1,15,https://fdh-api.fifa.com/v1/stats/match/133003/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,13,400235488,group,43849,Cameroon,Switzerland,1,11,https://fdh-api.fifa.com/v1/stats/match/133006/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,13,400235488,group,43971,Switzerland,Cameroon,1,10,https://fdh-api.fifa.com/v1/stats/match/133006/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,14,400235491,group,43822,Korea Republic,Uruguay,1,7,https://fdh-api.fifa.com/v1/stats/match/133008/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,14,400235491,group,43930,Uruguay,Korea Republic,1,10,https://fdh-api.fifa.com/v1/stats/match/133008/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,15,400235493,group,43860,Ghana,Portugal,1,14,https://fdh-api.fifa.com/v1/stats/match/133017/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,15,400235493,group,43963,Portugal,Ghana,1,19,https://fdh-api.fifa.com/v1/stats/match/133017/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,16,400235484,group,1902465,Serbia,Brazil,1,6,https://fdh-api.fifa.com/v1/stats/match/133007/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,16,400235484,group,43924,Brazil,Serbia,1,12,https://fdh-api.fifa.com/v1/stats/match/133007/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,17,400235453,group,43817,Iran,Wales,2,9,https://fdh-api.fifa.com/v1/stats/match/133011/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,17,400235453,group,43974,Wales,Iran,2,10,https://fdh-api.fifa.com/v1/stats/match/133011/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,18,400235448,group,43834,Qatar,Senegal,2,12,https://fdh-api.fifa.com/v1/stats/match/133009/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,18,400235448,group,43879,Senegal,Qatar,2,6,https://fdh-api.fifa.com/v1/stats/match/133009/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,19,400235452,group,43927,Ecuador,Netherlands,2,14,https://fdh-api.fifa.com/v1/stats/match/133010/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,19,400235452,group,43960,Netherlands,Ecuador,2,11,https://fdh-api.fifa.com/v1/stats/match/133010/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
2022,20,400235457,group,43921,United States,England,2,9,https://fdh-api.fifa.com/v1/stats/match/133012/teams.json,data/raw/draft_workbook_exports/2022/team-match.csv
