edition,edition_status,ledger,event_scope,cohort,team_id,team,card_events,foul_events,red_weight,mean_card_segment,mean_foul_segment,delta,p_delta,q_delta,w1,p_w1,q_w1,bh_m,evidentiary_status,source_status,permutations,seed,note
2018,final,stripped,expanded,all_teams,43872,Morocco,6,63,2.5,2.166667,2.619048,-0.452381,0.518241,0.753805,0.706349,0.406797,0.706847,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43876,Nigeria,4,46,2.5,3.25,2.76087,0.48913,0.65967,0.770925,0.619565,0.749125,0.856143,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43914,Panama,9,53,2.5,3.111111,2.716981,0.39413,0.453773,0.692987,0.39413,0.662669,0.815592,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43929,Peru,5,38,2.5,3,2.605263,0.394737,0.698651,0.770925,0.7,0.515242,0.749443,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43962,Poland,3,33,2.5,3,2.333333,0.666667,0.658671,0.770925,0.848485,0.623688,0.814953,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43963,Portugal,6,53,2.5,3.666667,2.90566,0.761006,0.164418,0.495752,0.761006,0.191404,0.572805,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43965,Russia,8,97,2.5,3.375,3.072165,0.302835,0.737131,0.786274,0.320876,0.996502,0.996502,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43835,Saudi Arabia,1,33,2.5,5,2.878788,2.121212,0.355822,0.692987,2.121212,0.441779,0.706847,32,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,stripped,expanded,all_teams,43879,Senegal,6,47,2.5,3.833333,2.659574,1.173759,0.109945,0.487756,1.173759,0.116942,0.503748,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,1902465,Serbia,8,47,2.5,3,2.553191,0.446809,0.433783,0.692987,0.542553,0.504248,0.749443,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43969,Spain,2,38,2.5,1.5,2.421053,-0.921053,0.611194,0.770925,1.447368,0.437281,0.706847,32,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,stripped,expanded,all_teams,43970,Sweden,8,80,2.5,3.75,2.7125,1.0375,0.121939,0.487756,1.0375,0.125937,0.503748,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43971,Switzerland,10,60,2.5,4.130435,2.95,1.180435,0.03998,0.487756,1.180435,0.03998,0.503748,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43888,Tunisia,3,50,2.5,3.666667,3.06,0.606667,0.637181,0.770925,0.606667,0.891054,0.919798,32,evidentiary,complete,2000,20260713,
2018,final,stripped,expanded,all_teams,43930,Uruguay,2,75,2.5,3,2.2,0.8,0.570215,0.770925,1.093333,0.636682,0.814953,32,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,full,knockout,knockout_teams,43922,Argentina,5,14,2.5,2.2,2.785714,-0.585714,0.430785,0.595702,0.585714,0.526237,0.578377,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43935,Belgium,5,48,2.5,4,2.6875,1.3125,0.068466,0.453995,1.329167,0.055972,0.447776,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43924,Brazil,4,28,2.5,4,2.928571,1.071429,0.255372,0.453995,1.071429,0.296352,0.451411,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43926,Colombia,6,23,2.5,3.833333,3.173913,0.65942,0.446777,0.595702,0.978261,0.278361,0.451411,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43938,Croatia,7,65,2.5,4.428571,3.461538,0.967033,0.238881,0.453995,0.967033,0.310345,0.451411,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43941,Denmark,1,19,2.5,7,3.421053,3.578947,0.2009,0.453995,3.578947,0.2009,0.451411,16,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,full,knockout,knockout_teams,43942,England,4,34,2.5,3.75,3.029412,0.720588,0.614193,0.701935,1.514706,0.25937,0.451411,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43946,France,9,61,2.5,3.555556,2.803279,0.752277,0.182909,0.453995,0.752277,0.212394,0.451411,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43819,Japan,1,11,2.5,2,2.727273,-0.727273,0.802599,0.856105,1.818182,0.542229,0.578377,16,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,full,knockout,knockout_teams,43911,Mexico,4,19,2.5,3.75,2.315789,1.434211,0.090955,0.453995,1.434211,0.09945,0.451411,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43963,Portugal,1,13,2.5,5,2.384615,2.615385,0.157921,0.453995,2.615385,0.157921,0.451411,16,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,full,knockout,knockout_teams,43965,Russia,3,45,2.5,4.666667,3.244444,1.422222,0.401299,0.595702,1.555556,0.418291,0.557721,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43969,Spain,1,6,2.5,2,2.833333,-0.833333,1,1,1.5,1,1,16,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,full,knockout,knockout_teams,43970,Sweden,3,26,2.5,4,2.615385,1.384615,0.225887,0.453995,1.384615,0.241379,0.451411,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43971,Switzerland,3,16,2.5,4.555556,2.625,1.930556,0.043478,0.453995,1.930556,0.043478,0.447776,16,evidentiary,complete,2000,20260713,
2018,final,full,knockout,knockout_teams,43930,Uruguay,2,36,2.5,3,2.138889,0.861111,0.562219,0.691962,1.194444,0.513743,0.578377,16,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,stripped,knockout,knockout_teams,43922,Argentina,5,14,2.5,2.2,2.785714,-0.585714,0.430785,0.646177,0.585714,0.526237,0.58096,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43935,Belgium,5,48,2.5,4,2.6875,1.3125,0.068466,0.513493,1.329167,0.055972,0.41979,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43924,Brazil,4,28,2.5,4,2.928571,1.071429,0.255372,0.629685,1.071429,0.296352,0.529235,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43926,Colombia,5,23,2.5,3.8,3.173913,0.626087,0.494253,0.663707,1.078261,0.306347,0.529235,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43938,Croatia,7,65,2.5,4.428571,3.461538,0.967033,0.238881,0.629685,0.967033,0.310345,0.529235,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43941,Denmark,1,19,2.5,7,3.421053,3.578947,0.2009,0.629685,3.578947,0.2009,0.529235,15,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,stripped,knockout,knockout_teams,43942,England,3,34,2.5,4,3.029412,0.970588,0.575212,0.663707,1.598039,0.322339,0.529235,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43946,France,8,61,2.5,3.375,2.803279,0.571721,0.335832,0.629685,0.629098,0.352824,0.529235,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43819,Japan,1,11,2.5,2,2.727273,-0.727273,0.802599,0.859927,1.818182,0.542229,0.58096,15,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,stripped,knockout,knockout_teams,43911,Mexico,3,19,2.5,3.333333,2.315789,1.017544,0.330835,0.629685,1.087719,0.335332,0.529235,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43963,Portugal,0,13,2.5,,,,,,,,,15,zero_cards_excluded_from_m,complete,2000,20260713,No retained card; statistic undefined and excluded from BH m.
2018,final,stripped,knockout,knockout_teams,43965,Russia,3,45,2.5,4.666667,3.244444,1.422222,0.401299,0.646177,1.555556,0.418291,0.570397,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43969,Spain,1,6,2.5,2,2.833333,-0.833333,1,1,1.5,1,1,15,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2018,final,stripped,knockout,knockout_teams,43970,Sweden,3,26,2.5,4,2.615385,1.384615,0.225887,0.629685,1.384615,0.241379,0.529235,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43971,Switzerland,3,16,2.5,4.555556,2.625,1.930556,0.043478,0.513493,1.930556,0.043478,0.41979,15,evidentiary,complete,2000,20260713,
2018,final,stripped,knockout,knockout_teams,43930,Uruguay,2,36,2.5,3,2.138889,0.861111,0.562219,0.663707,1.194444,0.513743,0.58096,15,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,expanded,all_teams,43922,Argentina,16,114,2.5,4.5,3.166667,1.333333,0.003498,0.111944,1.333333,0.004998,0.127936,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43976,Australia,7,60,2.5,2.714286,2.7,0.014286,1,1,0.190476,0.989505,0.989505,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43935,Belgium,5,31,2.5,2.2,2.677419,-0.477419,0.558221,0.811958,0.516129,0.752624,0.860141,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43924,Brazil,6,66,2.5,3,3.333333,-0.333333,0.781609,0.966983,0.424242,0.92004,0.949719,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43849,Cameroon,8,36,2.5,2.25,2.416667,-0.166667,0.82009,0.966983,0.305556,0.826587,0.912096,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43899,Canada,8,37,2.5,3.25,2.189189,1.060811,0.072464,0.390662,1.060811,0.077961,0.415792,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43901,Costa Rica,6,31,2.5,4,3.032258,0.967742,0.138431,0.492198,0.967742,0.150925,0.471037,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43938,Croatia,8,87,2.5,4.125,3.229885,0.895115,0.223388,0.595702,0.906609,0.26087,0.634683,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43941,Denmark,5,34,2.5,2.6,2.352941,0.247059,0.788606,0.966983,0.823529,0.317341,0.634683,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43927,Ecuador,3,50,2.5,2.333333,2.66,-0.326667,0.857071,0.966983,0.86,0.635682,0.836702,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43942,England,1,57,2.5,5,3.122807,1.877193,0.533733,0.811958,1.877193,0.533733,0.776339,32,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,expanded,all_teams,43946,France,8,75,2.5,3.375,2.533333,0.841667,0.188406,0.54809,0.921667,0.161919,0.471037,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43948,Germany,3,31,2.5,3,2.225806,0.774194,0.452774,0.811958,1.032258,0.390305,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43860,Ghana,8,51,2.5,3.5,2.784314,0.715686,0.250875,0.609981,0.715686,0.291854,0.634683,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43817,Iran,7,52,2.5,4.142857,2.788462,1.354396,0.011994,0.127936,1.354396,0.011994,0.127936,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43819,Japan,6,63,2.5,3,2.84127,0.15873,0.906547,0.966983,0.761905,0.45927,0.699841,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43822,Korea Republic,6,47,2.5,3.333333,2.468085,0.865248,0.266867,0.609981,0.865248,0.297351,0.634683,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43911,Mexico,7,53,2.5,2.571429,2.811321,-0.239892,0.746627,0.966983,0.628032,0.414293,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43872,Morocco,7,100,2.5,4.285714,3.29,0.995714,0.155422,0.497351,1.115714,0.11944,0.471037,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43960,Netherlands,8,99,2.5,3.625,3.141414,0.483586,0.538731,0.811958,0.887626,0.310345,0.634683,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43962,Poland,7,52,2.5,3,2.538462,0.461538,0.503248,0.811958,0.664835,0.369815,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43963,Portugal,6,59,2.5,4.5,2.898305,1.601695,0.017491,0.13993,1.601695,0.017991,0.143928,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43834,Qatar,7,36,2.5,2.428571,2.444444,-0.015873,1,1,0.587302,0.415292,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43835,Saudi Arabia,14,59,2.5,3.785714,2.79661,0.989104,0.007996,0.127936,0.989104,0.007996,0.127936,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43879,Senegal,7,49,2.5,4.142857,3.020408,1.122449,0.076962,0.390662,1.122449,0.078461,0.415792,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,1902465,Serbia,12,48,2.5,3.666667,2.875,0.791667,0.085457,0.390662,0.791667,0.090955,0.415792,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43969,Spain,2,44,2.5,3.5,2.340909,1.159091,0.47976,0.811958,1.159091,0.653673,0.836702,32,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,expanded,all_teams,43971,Switzerland,9,61,2.5,3.333333,2.967213,0.36612,0.518241,0.811958,0.36612,0.734133,0.860141,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43888,Tunisia,5,41,2.5,3.2,3.073171,0.126829,0.886557,0.966983,0.536585,0.638681,0.836702,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43921,United States,5,51,2.5,2,3.196078,-1.196078,0.133933,0.492198,1.196078,0.137431,0.471037,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43930,Uruguay,6,34,2.5,2.5,2.029412,0.470588,0.514243,0.811958,0.470588,0.723138,0.860141,32,evidentiary,complete,2000,20260713,
2022,final,full,expanded,all_teams,43974,Wales,6,38,2.5,3.133333,2.763158,0.370175,0.657171,0.914325,0.436842,0.85957,0.916875,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43922,Argentina,13,114,2.5,4.230769,3.166667,1.064103,0.038481,0.497351,1.064103,0.041979,0.564518,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43976,Australia,7,60,2.5,2.714286,2.7,0.014286,1,1,0.190476,0.989505,1,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43935,Belgium,5,31,2.5,2.2,2.677419,-0.477419,0.558221,0.857476,0.516129,0.752624,0.891998,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43924,Brazil,6,66,2.5,3,3.333333,-0.333333,0.781609,0.966983,0.424242,0.92004,0.981376,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43849,Cameroon,8,36,2.5,2.25,2.416667,-0.166667,0.82009,0.966983,0.305556,0.826587,0.944671,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43899,Canada,8,37,2.5,3.25,2.189189,1.060811,0.072464,0.497351,1.060811,0.077961,0.564518,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43901,Costa Rica,6,31,2.5,4,3.032258,0.967742,0.138431,0.497351,0.967742,0.150925,0.564518,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43938,Croatia,7,87,2.5,4.428571,3.229885,1.198686,0.136432,0.497351,1.198686,0.156422,0.564518,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43941,Denmark,5,34,2.5,2.6,2.352941,0.247059,0.788606,0.966983,0.823529,0.317341,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43927,Ecuador,3,50,2.5,2.333333,2.66,-0.326667,0.857071,0.966983,0.86,0.635682,0.836702,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43942,England,1,57,2.5,5,3.122807,1.877193,0.533733,0.857476,1.877193,0.533733,0.776339,32,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,stripped,expanded,all_teams,43946,France,7,75,2.5,3.142857,2.533333,0.609524,0.390805,0.857476,0.731429,0.376312,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43948,Germany,3,31,2.5,3,2.225806,0.774194,0.452774,0.857476,1.032258,0.390305,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43860,Ghana,8,51,2.5,3.5,2.784314,0.715686,0.250875,0.711644,0.715686,0.291854,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43817,Iran,5,52,2.5,3.8,2.788462,1.011538,0.136932,0.497351,1.011538,0.162919,0.564518,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43819,Japan,6,63,2.5,3,2.84127,0.15873,0.906547,0.966983,0.761905,0.45927,0.699841,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43822,Korea Republic,6,47,2.5,3.333333,2.468085,0.865248,0.266867,0.711644,0.865248,0.297351,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43911,Mexico,7,53,2.5,2.571429,2.811321,-0.239892,0.746627,0.966983,0.628032,0.414293,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43872,Morocco,7,100,2.5,4.285714,3.29,0.995714,0.155422,0.497351,1.115714,0.11944,0.564518,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43960,Netherlands,6,99,2.5,3.666667,3.141414,0.525253,0.562719,0.857476,0.929293,0.408296,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43962,Poland,7,52,2.5,3,2.538462,0.461538,0.503248,0.857476,0.664835,0.369815,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43963,Portugal,5,59,2.5,4.4,2.898305,1.501695,0.03998,0.497351,1.501695,0.044978,0.564518,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43834,Qatar,7,36,2.5,2.428571,2.444444,-0.015873,1,1,0.587302,0.415292,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43835,Saudi Arabia,9,59,2.5,3.555556,2.79661,0.758945,0.151924,0.497351,0.758945,0.176412,0.564518,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43879,Senegal,7,49,2.5,4.142857,3.020408,1.122449,0.076962,0.497351,1.122449,0.078461,0.564518,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,1902465,Serbia,9,48,2.5,3.444444,2.875,0.569444,0.302849,0.745473,0.569444,0.406797,0.664468,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43969,Spain,2,44,2.5,3.5,2.340909,1.159091,0.47976,0.857476,1.159091,0.653673,0.836702,32,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,stripped,expanded,all_teams,43971,Switzerland,9,61,2.5,3.333333,2.967213,0.36612,0.518241,0.857476,0.36612,0.734133,0.891998,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43888,Tunisia,5,41,2.5,3.2,3.073171,0.126829,0.886557,0.966983,0.536585,0.638681,0.836702,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43921,United States,5,51,2.5,2,3.196078,-1.196078,0.133933,0.497351,1.196078,0.137431,0.564518,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43930,Uruguay,5,34,2.5,2.2,2.029412,0.170588,0.893053,0.966983,0.205882,1,1,32,evidentiary,complete,2000,20260713,
2022,final,stripped,expanded,all_teams,43974,Wales,6,38,2.5,3.133333,2.763158,0.370175,0.657171,0.955886,0.436842,0.85957,0.948491,32,evidentiary,complete,2000,20260713,
2022,final,full,knockout,knockout_teams,43922,Argentina,14,80,2.5,4.785714,3.45,1.335714,0.004998,0.069965,1.335714,0.005497,0.076962,14,evidentiary,complete,2000,20260713,
2022,final,full,knockout,knockout_teams,43976,Australia,2,18,2.5,1.5,2.111111,-0.611111,0.702149,0.893644,1.277778,0.421789,0.682966,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,knockout,knockout_teams,43924,Brazil,3,33,2.5,3.333333,4.30303,-0.969697,0.52074,0.841135,1.090909,0.634183,0.682966,14,evidentiary,complete,2000,20260713,
2022,final,full,knockout,knockout_teams,43938,Croatia,6,49,2.5,4.166667,3.693878,0.472789,0.624688,0.874563,1.044218,0.297351,0.682966,14,evidentiary,complete,2000,20260713,
2022,final,full,knockout,knockout_teams,43942,England,1,26,2.5,5,3.576923,1.423077,0.54073,0.841135,1.423077,0.54073,0.682966,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,knockout,knockout_teams,43946,France,7,59,2.5,3.571429,2.711864,0.859564,0.182409,0.841135,0.961259,0.173913,0.682966,14,evidentiary,complete,2000,20260713,
2022,final,full,knockout,knockout_teams,43819,Japan,0,13,2.5,,,,,,,,,14,zero_cards_excluded_from_m,complete,2000,20260713,No retained card; statistic undefined and excluded from BH m.
2022,final,full,knockout,knockout_teams,43822,Korea Republic,1,12,2.5,2,2.5,-0.5,1,1,1.666667,1,1,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,knockout,knockout_teams,43872,Morocco,5,51,2.5,4,3.431373,0.568627,0.506747,0.841135,0.85098,0.432284,0.682966,14,evidentiary,complete,2000,20260713,
2022,final,full,knockout,knockout_teams,43960,Netherlands,6,48,2.5,3.833333,4,-0.166667,0.915542,0.985969,0.833333,0.525737,0.682966,14,evidentiary,complete,2000,20260713,
2022,final,full,knockout,knockout_teams,43962,Poland,2,10,2.5,4,2.6,1.4,0.407796,0.841135,1.4,0.454773,0.682966,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,knockout,knockout_teams,43963,Portugal,1,23,2.5,5,2.652174,2.347826,0.274863,0.841135,2.347826,0.274863,0.682966,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,knockout,knockout_teams,43879,Senegal,1,13,2.5,5,2.615385,2.384615,0.535732,0.841135,2.384615,0.535732,0.682966,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,knockout,knockout_teams,43969,Spain,1,14,2.5,5,1.928571,3.071429,0.211894,0.841135,3.071429,0.211894,0.682966,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,knockout,knockout_teams,43971,Switzerland,2,15,2.5,2.5,2.933333,-0.433333,0.78061,0.910711,0.833333,0.621189,0.682966,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,full,knockout,knockout_teams,43921,United States,0,5,2.5,,,,,,,,,14,zero_cards_excluded_from_m,complete,2000,20260713,No retained card; statistic undefined and excluded from BH m.
2022,final,stripped,knockout,knockout_teams,43922,Argentina,11,80,2.5,4.545455,3.45,1.095455,0.047476,0.664668,1.095455,0.056972,0.73988,14,evidentiary,complete,2000,20260713,
2022,final,stripped,knockout,knockout_teams,43976,Australia,2,18,2.5,1.5,2.111111,-0.611111,0.702149,0.893644,1.277778,0.421789,0.73988,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,stripped,knockout,knockout_teams,43924,Brazil,3,33,2.5,3.333333,4.30303,-0.969697,0.52074,0.757021,1.090909,0.634183,0.73988,14,evidentiary,complete,2000,20260713,
2022,final,stripped,knockout,knockout_teams,43938,Croatia,5,49,2.5,4.6,3.693878,0.906122,0.364818,0.757021,1.077551,0.384808,0.73988,14,evidentiary,complete,2000,20260713,
2022,final,stripped,knockout,knockout_teams,43942,England,1,26,2.5,5,3.576923,1.423077,0.54073,0.757021,1.423077,0.54073,0.73988,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,stripped,knockout,knockout_teams,43946,France,6,59,2.5,3.333333,2.711864,0.621469,0.405297,0.757021,0.723164,0.461269,0.73988,14,evidentiary,complete,2000,20260713,
2022,final,stripped,knockout,knockout_teams,43819,Japan,0,13,2.5,,,,,,,,,14,zero_cards_excluded_from_m,complete,2000,20260713,No retained card; statistic undefined and excluded from BH m.
2022,final,stripped,knockout,knockout_teams,43822,Korea Republic,1,12,2.5,2,2.5,-0.5,1,1,1.666667,1,1,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,stripped,knockout,knockout_teams,43872,Morocco,5,51,2.5,4,3.431373,0.568627,0.506747,0.757021,0.85098,0.432284,0.73988,14,evidentiary,complete,2000,20260713,
2022,final,stripped,knockout,knockout_teams,43960,Netherlands,4,48,2.5,4,4,0,1,1,0.833333,0.690655,0.743782,14,evidentiary,complete,2000,20260713,
2022,final,stripped,knockout,knockout_teams,43962,Poland,2,10,2.5,4,2.6,1.4,0.407796,0.757021,1.4,0.454773,0.73988,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,stripped,knockout,knockout_teams,43963,Portugal,1,23,2.5,5,2.652174,2.347826,0.274863,0.757021,2.347826,0.274863,0.73988,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,stripped,knockout,knockout_teams,43879,Senegal,1,13,2.5,5,2.615385,2.384615,0.535732,0.757021,2.384615,0.535732,0.73988,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,stripped,knockout,knockout_teams,43969,Spain,1,14,2.5,5,1.928571,3.071429,0.211894,0.757021,3.071429,0.211894,0.73988,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
2022,final,stripped,knockout,knockout_teams,43971,Switzerland,2,15,2.5,2.5,2.933333,-0.433333,0.78061,0.910711,0.833333,0.621189,0.73988,14,non_evidentiary_lt3_cards,complete,2000,20260713,Fewer than three retained cards; reported but non-evidentiary.
