edition,team_id,team,player_id,player,primary_cohort,rho,mu,ordinary_caution_min,carried_in_caution_min,dismissal_min,served_suspension_matches,served_suspension_min,unweighted_exp_susp_min,omega,exp_susp_min
2022,43835,Saudi Arabia,339485,HATAN BAHBRI,no,2,1.25,0,0,0,0,0,0,0.007407407,0
2022,43835,Saudi Arabia,339745,SALEM ALDAWSARI,no,2,1.25,0,0,0,0,0,0,1,0
2022,43835,Saudi Arabia,396885,MOHAMMED ALOWAIS,no,2,1.25,0,0,0,0,0,0,1,0
2022,43835,Saudi Arabia,403312,Abdulelah ALAMRI,no,2,1.25,0,0,0,0,0,0,0.67037037,0
2022,43835,Saudi Arabia,403335,Hassan ALTAMBAKTI,no,2,1.25,0,0,0,0,0,0,0.666666667,0
2022,43835,Saudi Arabia,407983,ALI ALBULAYHI,no,2,1.25,0,0,0,0,0,0,0.803703704,0
2022,43835,Saudi Arabia,419281,SAUD ABDULHAMID,no,2,1.25,0,0,0,0,0,0,1,0
2022,43835,Saudi Arabia,425804,SALEH ALSHEHRI,no,2,1.25,0,0,0,0,0,0,0.833333333,0
2022,43835,Saudi Arabia,430170,ABDULELAH ALMALKI,no,2,1.25,0,0,0,0,0,0,0.972222222,0
2022,43835,Saudi Arabia,430502,ABDULLAH MADU,no,2,1.25,0,0,0,0,0,0,0.162962963,0
2022,43835,Saudi Arabia,430504,ALI ALHASSAN,no,2,1.25,0,0,0,0,0,0,0.17037037,0
2022,43849,Cameroon,290931,Nicolas NKOULOU,no,2,1.25,0,0,0,0,0,0,0.666666667,0
2022,43849,Cameroon,323698,Vincent ABOUBAKAR,no,2,1.25,0,0,0,0,0,0,0.522222222,0
2022,43849,Cameroon,401789,Collins FAI,no,2,1.25,0,0,0,0,0,0,1,0
2022,43849,Cameroon,402215,Christian BASSOGOG,no,2,1.25,0,0,0,0,0,0,0.085185185,0
2022,43849,Cameroon,407175,Nouhou TOLO,no,2,1.25,0,0,0,0,0,0,1,0
2022,43849,Cameroon,441406,Pierre KUNDE,no,2,1.25,0,0,0,0,0,0,0.5,0
2022,43860,Ghana,294620,Andre AYEW,no,2,1.25,0,0,0,0,0,0,0.744444444,0
2022,43860,Ghana,369248,Daniel AMARTEY,no,2,1.25,0,0,0,0,0,0,1,0
2022,43860,Ghana,405961,Kudus MOHAMMED,no,2,1.25,0,0,0,0,0,0,0.925925926,0
2022,43860,Ghana,411376,Inaki WILLIAMS,no,2,1.25,0,0,0,0,0,0,0.933333333,0
2022,43860,Ghana,448522,Seidu ALIDU,no,2,1.25,0,0,0,0,0,0,0.577777778,0
2022,43860,Ghana,448523,Kamaldeen SULEMANA,no,2,1.25,0,0,0,0,0,0,0.207407407,0
2022,43860,Ghana,448536,Tariq LAMPTEY,no,2,1.25,0,0,0,0,0,0,0.377777778,0
2022,43872,Morocco,372266,Sofyan AMRABAT,yes,2,1.25,0,180,0,0,0,180,1,180
2022,43872,Morocco,398599,Romain SAISS,yes,2,1.25,90,0,0,0,0,90,1,90
2022,43872,Morocco,402255,Sofiane BOUFAL,yes,2,1.25,69,0,0,0,0,69,0.728787879,50.286364
2022,43872,Morocco,408889,Achraf DARI,yes,2,1.25,20,0,0,0,0,20,0.283333333,5.666667
2022,43872,Morocco,441306,Selim AMALLAH,yes,2,1.25,0,0,0,0,0,0,0.622727273,0
2022,43872,Morocco,441307,Azzedine OUNAHI,yes,2,1.25,0,0,0,0,0,0,0.862121212,0
2022,43872,Morocco,448591,Abdelhamid SABIRI,yes,2,1.25,0,180,0,0,0,180,0.272727273,49.090909
2022,43872,Morocco,448610,Walid CHEDDIRA,yes,2,1.25,2,0,12,1,112.5,126.5,0.110526316,13.981579
2022,43879,Senegal,332314,Idrissa Gana GUEYE,yes,2,1.25,0,0,0,1,112.5,112.5,1,112.5
2022,43879,Senegal,339820,Kalidou KOULIBALY,yes,2,1.25,104,0,0,0,0,104,1,104
2022,43879,Senegal,430671,Ismail JAKOBS,yes,2,1.25,0,180,0,0,0,180,0.777777778,140
2022,43879,Senegal,441319,Nampalys MENDY,yes,2,1.25,0,180,0,0,0,180,0.761111111,137
2022,43879,Senegal,441321,Boulaye DIA,yes,2,1.25,0,180,0,0,0,180,0.891666667,160.5
2022,43879,Senegal,448825,Pathe CISS,yes,2,1.25,0,180,0,0,0,180,0.405555556,73
2022,43888,Tunisia,329721,Taha KHENISSI,no,2,1.25,0,0,0,0,0,0,0.1,0
2022,43888,Tunisia,370575,Ferjani SASSI,no,2,1.25,0,0,0,0,0,0,0.17037037,0
2022,43888,Tunisia,433182,Aissa LAIDOUNI,no,2,1.25,0,0,0,0,0,0,0.907407407,0
2022,43888,Tunisia,433362,Ali ABDI,no,2,1.25,0,0,0,0,0,0,0.692592593,0
2022,43888,Tunisia,436621,Wajdi KECHRIDA,no,2,1.25,0,0,0,0,0,0,0.403703704,0
2022,43899,Canada,267750,Steven VITORIA,no,2,1.25,0,0,0,0,0,0,1,0
2022,43899,Canada,370986,Jonathan OSORIO,no,2,1.25,0,0,0,0,0,0,0.437037037,0
2022,43899,Canada,392850,Junior HOILETT,no,2,1.25,0,0,0,0,0,0,0.6,0
2022,43899,Canada,395032,Sam ADEKUGBE,no,2,1.25,0,0,0,0,0,0,0.348148148,0
2022,43899,Canada,412144,Alphonso DAVIES,no,2,1.25,0,0,0,0,0,0,1,0
2022,43899,Canada,430138,Tajon BUCHANAN,no,2,1.25,0,0,0,0,0,0,0.966666667,0
2022,43899,Canada,441252,Alistair JOHNSTON,no,2,1.25,0,0,0,0,0,0,1,0
2022,43899,Canada,441254,Kamal MILLER,no,2,1.25,0,0,0,0,0,0,1,0
2022,43901,Costa Rica,236530,Celso BORGES,no,2,1.25,0,0,0,0,0,0,0.92962963,0
2022,43901,Costa Rica,307529,Joel CAMPBELL,no,2,1.25,0,0,0,0,0,0,1,0
2022,43901,Costa Rica,312987,Oscar DUARTE,no,2,1.25,0,0,0,0,0,0,1,0
2022,43901,Costa Rica,339797,Francisco CALVO,no,2,1.25,0,0,0,0,0,0,1,0
2022,43901,Costa Rica,405811,Anthony CONTRERAS,no,2,1.25,0,0,0,0,0,0,0.466666667,0
2022,43911,Mexico,238112,Hector MORENO,no,2,1.25,0,0,0,0,0,0,1,0
2022,43911,Mexico,329092,Hector HERRERA,no,2,1.25,0,0,0,0,0,0,0.596296296,0
2022,43911,Mexico,336707,Nestor ARAUJO,no,2,1.25,0,0,0,0,0,0,0.333333333,0
2022,43911,Mexico,386332,Erick GUTIERREZ,no,2,1.25,0,0,0,0,0,0,0.177777778,0
2022,43911,Mexico,400634,Edson ALVAREZ,no,2,1.25,0,0,0,0,0,0,0.651851852,0
2022,43911,Mexico,403585,Roberto ALVARADO,no,2,1.25,0,0,0,0,0,0,0.062962963,0
2022,43911,Mexico,403596,Jorge SANCHEZ,no,2,1.25,0,0,0,0,0,0,0.651851852,0
2022,43921,United States,331871,Kellyn PERRY-ACOSTA,yes,2,1.25,0,180,0,0,0,180,0.113888889,20.5
2022,43921,United States,339510,Tim REAM,yes,2,1.25,0,180,0,0,0,180,1,180
2022,43921,United States,390238,Tyler  ADAMS,yes,2,1.25,0,180,0,0,0,180,1,180
2022,43921,United States,390259,Weston McKENNIE,yes,2,1.25,0,180,0,0,0,180,0.763888889,137.5
2022,43921,United States,406280,Sergino DEST,yes,2,1.25,0,180,0,0,0,180,0.855555556,154
2022,43922,Argentina,229397,Lionel MESSI,yes,2,1.25,22,0,0,0,0,22,1,22
2022,43922,Argentina,308300,Emiliano MARTINEZ,yes,2,1.25,0,0,0,0,0,0,1,0
2022,43922,Argentina,310116,Nicolas OTAMENDI,yes,2,1.25,44,0,0,0,0,44,1,44
2022,43922,Argentina,332847,Leandro PAREDES,yes,2,1.25,12,0,0,0,0,12,0.323188406,3.878261
2022,43922,Argentina,332979,German PEZZELLA,yes,2,1.25,10,0,0,0,0,10,0.082608696,0.826087
2022,43922,Argentina,401204,Marcos ACUNA,yes,2,1.25,74,133,0,1,112.5,319.5,0.621666667,198.6225
2022,43922,Argentina,402921,Lisandro MARTINEZ,yes,2,1.25,14,0,0,0,0,14,0.436231884,6.107246
2022,43922,Argentina,402926,Gonzalo MONTIEL,yes,2,1.25,22,180,0,1,112.5,314.5,0.193333333,60.803333
2022,43922,Argentina,431196,Cristian ROMERO,yes,2,1.25,72,0,0,0,0,72,0.794202899,57.182609
2022,43922,Argentina,448252,Enzo FERNANDEZ,yes,2,1.25,73,0,0,0,0,73,0.815942029,59.563768
2022,43924,Brazil,308386,CASEMIRO,yes,2,1.25,22,0,0,0,0,22,0.8125,17.875
2022,43924,Brazil,332946,MARQUINHOS,yes,2,1.25,13,0,0,0,0,13,0.8875,11.5375
2022,43924,Brazil,335656,DANILO,yes,2,1.25,65,0,0,0,0,65,0.94,61.1
2022,43924,Brazil,389617,EDER MILITAO,yes,2,1.25,0,180,0,0,0,180,0.727083333,130.875
2022,43924,Brazil,394018,FRED,yes,2,1.25,0,180,0,0,0,180,0.29375,52.875
2022,43924,Brazil,430605,BRUNO GUIMARAES,yes,2,1.25,0,180,0,0,0,180,0.141666667,25.5
2022,43927,Ecuador,428885,Moises CAICEDO,no,2,1.25,0,0,0,0,0,0,1,0
2022,43927,Ecuador,428904,Jhegson MENDEZ,no,2,1.25,0,0,0,0,0,0,1,0
2022,43930,Uruguay,267829,Martin CACERES,no,2,1.25,0,0,0,0,0,0,0.333333333,0
2022,43930,Uruguay,267834,Edinson CAVANI,no,2,1.25,0,0,0,0,0,0,0.451851852,0
2022,43930,Uruguay,270775,Luis SUAREZ,no,2,1.25,0,0,0,0,0,0,0.548148148,0
2022,43930,Uruguay,305382,Sebastian COATES,no,2,1.25,0,0,0,0,0,0,0.666666667,0
2022,43930,Uruguay,368655,Jose GIMENEZ,no,2,1.25,0,0,0,0,0,0,1,0
2022,43930,Uruguay,386538,Rodrigo BENTANCUR,no,2,1.25,0,0,0,0,0,0,1,0
2022,43930,Uruguay,402893,Mathias OLIVERA,no,2,1.25,0,0,0,0,0,0,0.944444444,0
2022,43930,Uruguay,419126,Darwin NUNEZ,no,2,1.25,0,0,0,0,0,0,0.896296296,0
2022,43935,Belgium,358122,Thomas MEUNIER,no,2,1.25,0,0,0,0,0,0,0.785185185,0
2022,43935,Belgium,398653,Yannick CARRASCO,no,2,1.25,0,0,0,0,0,0,0.437037037,0
2022,43935,Belgium,402015,Leander DENDONCKER,no,2,1.25,0,0,0,0,0,0,0.6,0
2022,43935,Belgium,448364,Amadou ONANA,no,2,1.25,0,0,0,0,0,0,0.577777778,0
2022,43938,Croatia,241559,Luka MODRIC,yes,2,1.25,0,180,0,0,0,180,0.950724638,171.130435
2022,43938,Croatia,312432,Dejan LOVREN,yes,2,1.25,0,180,0,0,0,180,0.869565217,156.521739
2022,43938,Croatia,339987,Mateo KOVACIC,yes,2,1.25,153,0,0,0,0,153,0.927536232,141.913043
2022,43938,Croatia,369029,Dominik LIVAKOVIC,yes,2,1.25,63,0,0,0,0,63,1,63
2022,43938,Croatia,380000,Marcelo BROZOVIC,yes,2,1.25,59,0,0,0,0,59,0.802898551,47.371015
2022,43938,Croatia,406973,Borna BARISIC,yes,2,1.25,95,0,0,0,0,95,0.173913043,16.521739
2022,43938,Croatia,448165,Bruno PETKOVIC,yes,2,1.25,6,0,0,0,0,6,0.333333333,2
2022,43941,Denmark,360188,Andreas CORNELIUS,no,2,1.25,0,0,0,0,0,0,0.340740741,0
2022,43941,Denmark,395460,Robert SKOV,no,2,1.25,0,0,0,0,0,0,0.077777778,0
2022,43941,Denmark,401281,Andreas CHRISTENSEN,no,2,1.25,0,0,0,0,0,0,1,0
2022,43941,Denmark,411291,Mathias JENSEN,no,2,1.25,0,0,0,0,0,0,0.311111111,0
2022,43941,Denmark,448464,Rasmus KRISTENSEN,no,2,1.25,0,0,0,0,0,0,0.837037037,0
2022,43942,England,407498,Harry MAGUIRE,yes,2,1.25,0,0,0,0,0,0,0.955555556,0
2022,43946,France,336435,Antoine GRIEZMANN,yes,2,1.25,47,0,0,0,0,47,0.815151515,38.312121
2022,43946,France,358015,Olivier GIROUD,yes,2,1.25,30,0,0,0,0,30,0.642424242,19.272727
2022,43946,France,398680,Ousmane DEMBELE,yes,2,1.25,44,0,0,0,0,44,0.662121212,29.133333
2022,43946,France,402047,Adrien RABIOT,yes,2,1.25,70,0,0,0,0,70,0.847368421,59.315789
2022,43946,France,403109,Marcus THURAM,yes,2,1.25,38,0,0,0,0,38,0.221212121,8.406061
2022,43946,France,405893,Aurelien TCHOUAMENI,yes,2,1.25,148,0,0,0,0,148,0.943939394,139.70303
2022,43946,France,408042,Theo HERNANDEZ,yes,2,1.25,8,0,0,0,0,8,0.76969697,6.157576
2022,43946,France,430707,Jules KOUNDE,yes,2,1.25,0,180,0,0,0,180,0.728787879,131.181818
2022,43948,Germany,379953,Leon GORETZKA,no,2,1.25,0,0,0,0,0,0,0.588888889,0
2022,43948,Germany,386413,Joshua KIMMICH,no,2,1.25,0,0,0,0,0,0,1,0
2022,43948,Germany,395481,Thilo KEHRER,no,2,1.25,0,0,0,0,0,0,0.259259259,0
2022,43960,Netherlands,336088,Nathan AKE,yes,2,1.25,0,180,0,0,0,180,1,180
2022,43960,Netherlands,336098,Memphis DEPAY,yes,2,1.25,14,0,0,0,0,14,0.622916667,8.720833
2022,43960,Netherlands,398568,Steven BERGHUIS,yes,2,1.25,2,0,0,0,0,2,0.4125,0.825
2022,43960,Netherlands,404560,Matthijs DE LIGT,yes,2,1.25,0,180,0,0,0,180,0.1875,33.75
2022,43960,Netherlands,422657,Frenkie DE JONG,yes,2,1.25,93,0,0,0,0,93,0.991666667,92.225
2022,43960,Netherlands,433123,Steven BERGWIJN,yes,2,1.25,29,0,0,0,0,29,0.447916667,12.989583
2022,43960,Netherlands,436612,Denzel DUMFRIES,yes,2,1.25,0,0,0,0,0,0,1,0
2022,43960,Netherlands,448149,Teun KOOPMEINERS,yes,2,1.25,120,0,0,0,0,120,0.45,54
2022,43960,Netherlands,448153,Noa LANG,yes,2,1.25,0,0,0,0,0,0,0.014583333,0
2022,43960,Netherlands,448158,Jurrien TIMBER,yes,2,1.25,47,0,0,0,0,47,0.8125,38.1875
2022,43960,Netherlands,448159,Wout WEGHORST,yes,2,1.25,75,0,0,0,0,75,0.127083333,9.53125
2022,43962,Poland,269735,Grzegorz KRYCHOWIAK,yes,2,1.25,0,180,0,0,0,180,0.927777778,167
2022,43962,Poland,362823,Arkadiusz MILIK,yes,2,1.25,0,180,0,0,0,180,0.277777778,50
2022,43962,Poland,370435,Bartosz BERESZYNSKI,yes,2,1.25,133,0,0,0,0,133,0.95,126.35
2022,43962,Poland,411481,Przemyslaw FRANKOWSKI,yes,2,1.25,0,180,0,0,0,180,0.672222222,121
2022,43962,Poland,436691,Matty CASH,yes,2,1.25,92,88,0,0,0,180,1,180
2022,43962,Poland,448638,Jakub KIWIOR,yes,2,1.25,0,180,0,0,0,180,0.991666667,178.5
2022,43963,Portugal,336505,DANILO,yes,2,1.25,0,180,0,0,0,180,1,180
2022,43963,Portugal,384752,RUBEN DIAS,yes,2,1.25,0,180,0,0,0,180,0.8,144
2022,43963,Portugal,395206,BRUNO FERNANDES,yes,2,1.25,0,180,0,0,0,180,0.793333333,142.8
2022,43963,Portugal,395216,RUBEN NEVES,yes,2,1.25,0,180,0,0,0,180,0.602222222,108.4
2022,43963,Portugal,418535,JOAO FELIX,yes,2,1.25,0,180,0,0,0,180,0.742222222,133.6
2022,43963,Portugal,441149,VITINHA,yes,2,1.25,3,0,0,0,0,3,0.262222222,0.786667
2022,43969,Spain,303034,Sergio BUSQUETS,yes,2,1.25,0,180,0,0,0,180,0.933333333,168
2022,43969,Spain,335999,Aymeric LAPORTE,yes,2,1.25,103,0,0,0,0,103,0.769230769,79.230769
2022,43971,Switzerland,311558,Granit XHAKA,yes,2,1.25,0,180,0,0,0,180,1,180
2022,43971,Switzerland,356411,Fabian SCHAER,yes,2,1.25,137,43,0,0,0,180,0.377777778,68
2022,43971,Switzerland,356412,Silvan WIDMER,yes,2,1.25,0,180,0,0,0,180,0.985185185,177.333333
2022,43971,Switzerland,398509,Nico ELVEDI,yes,2,1.25,0,180,0,0,0,180,0.666666667,120
2022,43971,Switzerland,405178,Manuel AKANJI,yes,2,1.25,0,180,0,0,0,180,1,180
2022,43971,Switzerland,448103,Fabian RIEDER,yes,2,1.25,0,180,0,0,0,180,0.186111111,33.5
2022,43971,Switzerland,448131,Ruben VARGAS,yes,2,1.25,0,180,0,0,0,180,0.8,144
2022,43971,Switzerland,448136,Eray COMERT,yes,2,1.25,121,0,0,0,0,121,0.122222222,14.788889
2022,43974,Wales,299601,Wayne HENNESSEY,no,2,1.25,0,0,0,0,0,0,1,0
2022,43974,Wales,299610,Gareth BALE,no,2,1.25,0,0,0,0,0,0,0.837037037,0
2022,43974,Wales,299617,Aaron RAMSEY,no,2,1.25,0,0,0,0,0,0,0.988888889,0
2022,43974,Wales,405256,Daniel JAMES,no,2,1.25,0,0,0,0,0,0,0.577777778,0
2022,43974,Wales,441052,Joe RODON,no,2,1.25,0,0,0,0,0,0,1,0
2022,43974,Wales,441219,Chris MEPHAM,no,2,1.25,0,0,0,0,0,0,1,0
2022,43976,Australia,312252,Aaron MOOY,yes,2,1.25,0,180,0,0,0,180,1,180
2022,43976,Australia,331149,Milos DEGENEK,yes,2,1.25,142,38,0,0,0,180,0.502777778,90.5
2022,43976,Australia,349342,Aziz BEHICH,yes,2,1.25,0,180,0,0,0,180,1,180
2022,43976,Australia,355775,Jackson IRVINE,yes,2,1.25,165,15,0,0,0,180,0.986111111,177.5
2022,43976,Australia,431745,Mitch DUKE,yes,2,1.25,0,180,0,0,0,180,0.758333333,136.5
2026,1895293,Curaçao,431698,Jurien GAARI,no,2,1.25,0,0,0,0,0,0,0.618518519,0
2026,1895293,Curaçao,466317,Juninho BACUNA,no,2,1.25,0,0,0,0,0,0,0.944444444,0
2026,1895293,Curaçao,466340,Leandro BACUNA,no,2,1.25,0,0,0,0,0,0,1,0
2026,1895293,Curaçao,466372,Gervane KASTANEER,no,2,1.25,0,0,0,0,0,0,0.103703704,0
2026,1895293,Curaçao,494989,Livano COMENENCIA,no,2,1.25,0,0,0,0,0,0,0.866666667,0
2026,20014,Congo DR,356532,Chancel MBEMBA,yes,2,1.25,0,0,0,0,0,0,1,0
2026,20014,Congo DR,424119,Nathanael MBUKU,yes,2,1.25,0,0,0,0,0,0,0.4,0
2026,20014,Congo DR,433076,Samuel Moutoussamy,yes,2,1.25,0,0,0,0,0,0,0.925,0
2026,20014,Congo DR,448128,Charles PICKEL,yes,2,1.25,0,0,0,0,0,0,0.097222222,0
2026,20014,Congo DR,486147,Noah SADIKI,yes,2,1.25,243,0,0,0,0,243,0.716666667,174.15
2026,43817,IR Iran,288961,Ehsan HAJISAFI,no,2,1.25,0,0,0,0,0,0,0.337037037,0
2026,43817,IR Iran,346743,Shoja KHALILZADEH,no,2,1.25,0,0,0,0,0,0,1,0
2026,43817,IR Iran,371736,Saeid EZATOLAHI,no,2,1.25,0,0,0,0,0,0,0.981481481,0
2026,43817,IR Iran,390534,Hossein KANANI,no,2,1.25,0,0,0,0,0,0,0.5,0
2026,43817,IR Iran,489603,Ali NEMATI,no,2,1.25,0,0,0,0,0,0,1,0
2026,43818,Iraq,396158,REBIN SULAKA,no,2,1.25,0,0,0,0,0,0,0.222797927,0
2026,43818,Iraq,433074,AMIR ALAMMARI,no,2,1.25,0,0,0,0,0,0,0.918518519,0
2026,43818,Iraq,434025,ZAID TAHSEEN,no,2,1.25,0,0,0,0,0,0,0.555555556,0
2026,43818,Iraq,479072,MERCHAS DOSKI,no,2,1.25,0,0,0,0,0,0,1,0
2026,43819,Japan,390541,Shogo TANIGUCHI,yes,2,1.25,0,0,0,0,0,0,0.641666667,0
2026,43819,Japan,448557,Daichi KAMADA,yes,2,1.25,225,0,0,0,0,225,0.922222222,207.5
2026,43819,Japan,479294,Kaishu SANO,yes,2,1.25,258,0,0,0,0,258,0.75,193.5
2026,43819,Japan,498455,Junnosuke SUZUKI,yes,2,1.25,186,0,0,0,0,186,0.111111111,20.666667
2026,43820,Jordan,431208,MOHAMMAD ABUZRAIQ,no,2,1.25,0,0,0,0,0,0,0,0
2026,43820,Jordan,431225,YAZAN ALARAB,no,2,1.25,0,0,0,0,0,0,1,0
2026,43820,Jordan,479389,MOHANNAD ABUTAHA,no,2,1.25,0,0,0,0,0,0,0.977777778,0
2026,43820,Jordan,489550,HUSAM ABUDAHAB,no,2,1.25,0,0,0,0,0,0,0.666666667,0
2026,43822,Korea Republic,402817,PAIK Seungho,no,2,1.25,0,0,0,0,0,0,0.762962963,0
2026,43822,Korea Republic,418490,LEE Kangin,no,2,1.25,0,0,0,0,0,0,1,0
2026,43822,Korea Republic,430387,CHO Guesung,no,2,1.25,0,0,0,0,0,0,0.107407407,0
2026,43822,Korea Republic,492315,LEE Gihyuk,no,2,1.25,0,0,0,0,0,0,1,0
2026,43834,Qatar,386348,ASSIM MADIBO,no,2,1.25,0,0,0,0,0,0,0.914893617,0
2026,43834,Qatar,419441,HOMAM AHMED,no,2,1.25,0,0,0,0,0,0,1,0
2026,43834,Qatar,419459,MAHMOUD ABUNADA,no,2,1.25,0,0,0,0,0,0,1,0
2026,43834,Qatar,419473,JASSEM GABER,no,2,1.25,0,0,0,0,0,0,0.555555556,0
2026,43834,Qatar,433394,AHMED FATHY,no,2,1.25,0,0,0,0,0,0,0.559259259,0
2026,43835,Saudi Arabia,339745,SALEM ALDAWSARI,no,2,1.25,0,0,0,0,0,0,0.907407407,0
2026,43835,Saudi Arabia,403312,Abdulelah ALAMRI,no,2,1.25,0,0,0,0,0,0,0.888888889,0
2026,43835,Saudi Arabia,403319,NASSER ALDAWSARI,no,2,1.25,0,0,0,0,0,0,0.766666667,0
2026,43835,Saudi Arabia,407993,MOHAMED KANNO,no,2,1.25,0,0,0,0,0,0,0.833333333,0
2026,43835,Saudi Arabia,419281,SAUD ABDULHAMID,no,2,1.25,0,0,0,0,0,0,1,0
2026,43835,Saudi Arabia,419291,FERAS ALBRIKAN,no,2,1.25,0,0,0,0,0,0,0.888888889,0
2026,43843,Algeria,433679,Ramiz ZERROUKI,yes,2,1.25,0,0,0,0,0,0,0.308333333,0
2026,43843,Algeria,441350,Hicham BOUDAOUI,yes,2,1.25,198,0,0,0,0,198,0.355555556,70.4
2026,43843,Algeria,477795,Fares CHAIBI,yes,2,1.25,234,0,0,0,0,234,1,234
2026,43850,Cabo Verde,409241,DINEY BORGES,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43850,Cabo Verde,477832,SIDNY LOPES CABRAL,yes,2,1.25,0,0,0,0,0,0,0.953333333,0
2026,43850,Cabo Verde,477852,KEVIN PINA,yes,2,1.25,202,0,0,0,0,202,0.945945946,191.081081
2026,43850,Cabo Verde,482783,WAGNER PINA,yes,2,1.25,0,0,0,0,0,0,0.230769231,0
2026,43854,Côte d'Ivoire,371609,Franck KESSIE,yes,2,1.25,0,0,0,0,0,0,0.963888889,0
2026,43854,Côte d'Ivoire,402261,Nicolas PEPE,yes,2,1.25,0,0,0,0,0,0,0.655555556,0
2026,43854,Côte d'Ivoire,405175,Seko Fofana,yes,2,1.25,0,0,0,0,0,0,0.255555556,0
2026,43854,Côte d'Ivoire,486317,Guela DOUE,yes,2,1.25,0,0,0,0,0,0,0.769444444,0
2026,43855,Egypt,369267,YASSER IBRAHIM,yes,2,1.25,183,0,0,0,0,183,0.970833333,177.6625
2026,43855,Egypt,416906,MOSTAFA SHOUBIR,yes,2,1.25,99,0,0,0,0,99,1,99
2026,43855,Egypt,424106,Haissem HASSAN,yes,2,1.25,199,0,0,0,0,199,0.272138229,54.155508
2026,43855,Egypt,429095,HAMDY FATHY,yes,2,1.25,98,0,0,0,0,98,0.706744868,69.260997
2026,43855,Egypt,430477,AHMED FATOUH,yes,2,1.25,0,0,0,0,0,0,0.992592593,0
2026,43855,Egypt,433469,MOHANAD LASHIN,yes,2,1.25,0,0,0,1,112.5,112.5,1,112.5
2026,43855,Egypt,461788,MARAWAN ATTIA,yes,2,1.25,94,0,0,0,0,94,0.90625,85.1875
2026,43855,Egypt,483183,MAHMOUD SABER,yes,2,1.25,0,0,0,0,0,0,0.09375,0
2026,43860,Ghana,411376,Inaki WILLIAMS,yes,2,1.25,0,0,0,0,0,0,0.355555556,0
2026,43860,Ghana,441342,Abdul FATAWU,yes,2,1.25,204,0,0,0,0,204,0.358333333,73.1
2026,43860,Ghana,448522,Alidu SEIDU,yes,2,1.25,194,0,0,0,0,194,0.213888889,41.494444
2026,43860,Ghana,506279,Caleb YIRENKYI,yes,2,1.25,221,0,0,0,0,221,0.733333333,162.066667
2026,43860,Ghana,511022,Kojo Peprah OPPONG,yes,2,1.25,0,0,0,0,0,0,0.133333333,0
2026,43872,Morocco,400721,Achraf HAKIMI,yes,2,1.25,140,0,0,0,0,140,1,140
2026,43872,Morocco,403083,Issa Diop,yes,2,1.25,223,0,0,0,0,223,0.836842105,186.615789
2026,43872,Morocco,441307,Azzedine OUNAHI,yes,2,1.25,135,0,0,0,0,135,0.766666667,103.5
2026,43872,Morocco,448612,Bilal EL KHANNOUSS,yes,2,1.25,139,0,0,0,0,139,0.814035088,113.150877
2026,43872,Morocco,485767,Redouane HALHAL,yes,2,1.25,160,0,0,0,0,160,0.315789474,50.526316
2026,43879,Senegal,370171,Abdoulaye Seck,yes,2,1.25,0,0,0,0,0,0,0.148717949,0
2026,43879,Senegal,431788,Pape GUEYE,yes,2,1.25,0,0,0,0,0,0,0.607692308,0
2026,43879,Senegal,464842,Lamine CAMARA,yes,2,1.25,203,0,0,0,0,203,0.635897436,129.08718
2026,43883,South Africa,390475,Sphephelo SITHOLE,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43883,South Africa,395050,Aubrey MODIBA,yes,2,1.25,0,0,0,0,0,0,0.961111111,0
2026,43883,South Africa,395984,Themba ZWANE,yes,2,1.25,0,0,0,1,112.5,112.5,0.273809524,30.803571
2026,43883,South Africa,403616,Teboho MOKOENA,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43883,South Africa,463221,Nkosinathi SIBISI,yes,2,1.25,0,0,0,0,0,0,0.25,0
2026,43883,South Africa,494248,Thalente MBATHA,yes,2,1.25,0,0,0,0,0,0,0.719444444,0
2026,43888,Tunisia,336459,Rani Khedira,no,2,1.25,0,0,0,0,0,0,0.559259259,0
2026,43899,Canada,371958,Derek CORNELIUS,yes,2,1.25,0,0,0,0,0,0,0.7,0
2026,43899,Canada,390670,Cyle LARIN,yes,2,1.25,113,0,0,0,0,113,0.42,47.46
2026,43899,Canada,423941,Nathan SALIBA,yes,2,1.25,216,0,0,0,0,216,0.406666667,87.84
2026,43899,Canada,431696,Richie LARYEA,yes,2,1.25,140,0,0,0,0,140,0.957777778,134.088889
2026,43899,Canada,441252,Alistair JOHNSTON,yes,2,1.25,0,0,0,0,0,0,1,0
2026,43899,Canada,441257,Jonathan DAVID,yes,2,1.25,137,0,0,0,0,137,0.935555556,128.171111
2026,43899,Canada,441259,Liam MILLAR,yes,2,1.25,0,0,0,0,0,0,0.362222222,0
2026,43899,Canada,480322,Luc DE FOUGEROLLES,yes,2,1.25,131,0,0,0,0,131,0.826666667,108.293333
2026,43899,Canada,485064,Niko SIGUR,yes,2,1.25,203,0,0,0,0,203,0.277777778,56.388889
2026,43908,Haiti,295922,Johny Placide,no,2,1.25,0,0,0,0,0,0,1,0
2026,43908,Haiti,394993,Duckens NAZON,no,2,1.25,0,0,0,0,0,0,0.085185185,0
2026,43908,Haiti,397775,Carlens ARCUS,no,2,1.25,0,0,0,0,0,0,0.537037037,0
