edition,edition_status,ledger,cohort,team_id,team,rho,mu,lambda,fouls_all,exp_susp_in_match_min,exp_susp_accumulation_window_min,exp_susp_served_min,exp_susp_grp_min,exp_susp_min,exp_susp_all_min,exp_susp_prime_min,exp_susp_grp_per_foul,exp_susp_per_foul,exp_susp_all_per_foul,exp_susp_prime_per_foul,rank_exp_susp_grp_per_foul,rank_exp_susp_per_foul,rank_exp_susp_all_per_foul,rank_exp_susp_prime_per_foul,teams
2026,provisional_M100,stripped,all_teams,43850,Cabo Verde,2,1.25,,27,20.810811,170.27027,0,464.319743,191.081081,655.400825,,17.197028,7.077077,24.274105,,6,10,1,,48
2026,provisional_M100,stripped,all_teams,43883,South Africa,2,1.25,,38,0,0,30.803571,812.296032,30.803571,843.099603,,21.376211,0.81062,22.186832,,1,28,2,,48
2026,provisional_M100,stripped,all_teams,43928,Paraguay,2,1.25,,66,29.875,326.25,102.485163,973.578826,458.610163,1432.188989,,14.751194,6.948639,21.699833,,7,11,3,,48
2026,provisional_M100,stripped,all_teams,43855,Egypt,2,1.25,,59,11.708126,305.297381,112.5,691.385185,429.505508,1120.890693,,11.718393,7.279754,18.998147,,10,8,4,,48
2026,provisional_M100,stripped,all_teams,43835,Saudi Arabia,2,1.25,,29,0,0,0,543.3,0,543.3,,18.734483,0,18.734483,,2,42,5,,48
2026,provisional_M100,stripped,all_teams,43822,Korea Republic,2,1.25,,25,0,0,0,451.37037,0,451.37037,,18.054815,0,18.054815,,3,37,6,,48
2026,provisional_M100,stripped,all_teams,43834,Qatar,2,1.25,,36,0,0,0,642.299921,0,642.299921,,17.841664,0,17.841664,,4,41,7,,48
2026,provisional_M100,stripped,all_teams,43854,Côte d'Ivoire,2,1.25,,29,0,0,0,499.15,0,499.15,,17.212069,0,17.212069,,5,32,8,,48
2026,provisional_M100,stripped,all_teams,43899,Canada,2,1.25,,72,156.442222,405.8,0,583.533333,562.242222,1145.775556,,8.10463,7.80892,15.913549,,19,6,9,,48
2026,provisional_M100,stripped,all_teams,43924,Brazil,2,1.25,,51,102.968889,326.733333,0,359.355556,429.702222,789.057778,,7.046187,8.425534,15.471721,,24,2,10,,48
2026,provisional_M100,stripped,all_teams,44037,Bosnia and Herzegovina,2,1.25,,59,5,90,0,734.077933,95,829.077933,,12.441999,1.610169,14.052168,,9,24,11,,48
2026,provisional_M100,stripped,all_teams,1895293,Curaçao,2,1.25,,32,0,0,0,443.207407,0,443.207407,,13.850231,0,13.850231,,8,30,12,,48
2026,provisional_M100,stripped,all_teams,43934,Austria,2,1.25,,47,6.455556,166,0,457.491667,172.455556,629.947222,,9.733865,3.669267,13.403132,,15,20,13,,48
2026,provisional_M100,stripped,all_teams,43963,Portugal,2,1.25,,44,64.608889,252.8,0,252.84,317.408889,570.248889,,5.746364,7.213838,12.960202,,29,9,14,,48
2026,provisional_M100,stripped,all_teams,43921,USA,2,1.25,,56,126.275388,160.4,0,430.614088,286.675388,717.289476,,7.689537,5.119203,12.808741,,21,14,15,,48
2026,provisional_M100,stripped,all_teams,43926,Colombia,2,1.25,,70,114.0625,346.125,0,421.429167,460.1875,881.616667,,6.020417,6.574107,12.594524,,28,12,16,,48
2026,provisional_M100,stripped,all_teams,43843,Algeria,2,1.25,,29,60.4,244,0,41.933333,304.4,346.333333,,1.445977,10.496552,11.942529,,42,1,17,,48
2026,provisional_M100,stripped,all_teams,20014,Congo DR,2,1.25,,44,45.15,129,0,333.35,174.15,507.5,,7.576136,3.957955,11.534091,,22,17,18,,48
2026,provisional_M100,stripped,all_teams,43930,Uruguay,2,1.25,,31,0,0,0,347.562963,0,347.562963,,11.211708,0,11.211708,,11,47,19,,48
2026,provisional_M100,stripped,all_teams,43818,Iraq,2,1.25,,27,0,0,0,299.474496,0,299.474496,,11.091648,0,11.091648,,12,35,20,,48
2026,provisional_M100,stripped,all_teams,43976,Australia,2,1.25,,46,0,0,0,507.425641,0,507.425641,,11.030992,0,11.030992,,13,29,21,,48
2026,provisional_M100,stripped,all_teams,43938,Croatia,2,1.25,,45,38.469444,339.5,0,97.2,377.969444,475.169444,,2.16,8.399321,10.559321,,38,3,22,,48
2026,provisional_M100,stripped,all_teams,43935,Belgium,2,1.25,,78,29.549123,180,0,564.417544,209.549123,773.966666,,7.236122,2.686527,9.92265,,23,22,23,,48
2026,provisional_M100,stripped,all_teams,43914,Panama,2,1.25,,46,0,0,0,452.511111,0,452.511111,,9.837198,0,9.837198,,14,40,24,,48
2026,provisional_M100,stripped,all_teams,43872,Morocco,2,1.25,,74,205.07193,388.721053,0,132.221053,593.792983,726.014035,,1.786771,8.024229,9.811,,39,5,25,,48
2026,provisional_M100,stripped,all_teams,43942,England,2,1.25,,62,168.603346,295.736842,34.011628,103.443452,498.351815,601.795267,,1.668443,8.037933,9.706375,,40,4,26,,48
2026,provisional_M100,stripped,all_teams,43908,Haiti,2,1.25,,55,0,0,0,497.892593,0,497.892593,,9.052593,0,9.052593,,16,33,27,,48
2026,provisional_M100,stripped,all_teams,43860,Ghana,2,1.25,,56,41.661111,235,0,229.466667,276.661111,506.127778,,4.097619,4.940377,9.037996,,32,15,28,,48
2026,provisional_M100,stripped,all_teams,43978,New Zealand,2,1.25,,32,0,0,0,288.925926,0,288.925926,,9.028935,0,9.028935,,17,39,29,,48
2026,provisional_M100,stripped,all_teams,43817,IR Iran,2,1.25,,35,0,0,0,293.281481,0,293.281481,,8.379471,0,8.379471,,18,34,30,,48
2026,provisional_M100,stripped,all_teams,43970,Sweden,2,1.25,,43,0,0,0,339.039837,0,339.039837,,7.884647,0,7.884647,,20,44,31,,48
2026,provisional_M100,stripped,all_teams,43819,Japan,2,1.25,,55,100.666667,321,0,8.341667,421.666667,430.008333,,0.151667,7.666667,7.818333,,47,7,32,,48
2026,provisional_M100,stripped,all_teams,43971,Switzerland,2,1.25,,87,183.684047,162.271357,0,310.487437,345.955404,656.442841,,3.568821,3.976499,7.54532,,34,16,33,,48
2026,provisional_M100,stripped,all_teams,44005,Uzbekistan,2,1.25,,45,0,0,0,312.007407,0,312.007407,,6.933498,0,6.933498,,25,48,34,,48
2026,provisional_M100,stripped,all_teams,43948,Germany,2,1.25,,51,21.033333,288.923077,0,32.317949,309.95641,342.274359,,0.633685,6.077577,6.711262,,45,13,35,,48
2026,provisional_M100,stripped,all_teams,43960,Netherlands,2,1.25,,44,0,0,0,286.897436,0,286.897436,,6.520396,0,6.520396,,26,38,36,,48
2026,provisional_M100,stripped,all_teams,43967,Scotland,2,1.25,,42,0,0,0,262.877778,0,262.877778,,6.258995,0,6.258995,,27,43,37,,48
2026,provisional_M100,stripped,all_teams,43820,Jordan,2,1.25,,31,0,0,0,174.711111,0,174.711111,,5.635842,0,5.635842,,30,36,38,,48
2026,provisional_M100,stripped,all_teams,43927,Ecuador,2,1.25,,49,8.183333,185.5,0,81.072222,193.683333,274.755556,,1.654535,3.952721,5.607256,,41,18,39,,48
2026,provisional_M100,stripped,all_teams,43911,Mexico,2,1.25,,58,14.735556,69.8,0,231.408611,84.535556,315.944167,,3.989804,1.45751,5.447313,,33,25,40,,48
2026,provisional_M100,stripped,all_teams,43888,Tunisia,2,1.25,,27,0,0,0,120.8,0,120.8,,4.474074,0,4.474074,,31,45,41,,48
2026,provisional_M100,stripped,all_teams,43946,France,2,1.25,,59,46.375926,185.166667,0,8,231.542593,239.542593,,0.135593,3.924451,4.060044,,48,19,42,,48
2026,provisional_M100,stripped,all_teams,43879,Senegal,2,1.25,,36,14.625641,114.461538,0,16.176923,129.08718,145.264103,,0.449359,3.585755,4.035114,,46,21,43,,48
2026,provisional_M100,stripped,all_teams,43969,Spain,2,1.25,,68,52.387037,34.833333,0,172.448148,87.22037,259.668518,,2.536002,1.282653,3.818655,,37,26,44,,48
2026,provisional_M100,stripped,all_teams,43972,Türkiye,2,1.25,,31,0,0,0,103.974074,0,103.974074,,3.354002,0,3.354002,,35,46,45,,48
2026,provisional_M100,stripped,all_teams,43961,Norway,2,1.25,,58,29.192982,101.052632,0,62.315789,130.245614,192.561404,,1.07441,2.245614,3.320024,,44,23,46,,48
2026,provisional_M100,stripped,all_teams,43995,Czechia,2,1.25,,37,0,0,0,105,0,105,,2.837838,0,2.837838,,36,31,47,,48
2026,provisional_M100,stripped,all_teams,43922,Argentina,2,1.25,,73,26.533333,33.9,0,101.651957,60.433333,162.085291,,1.392493,0.827854,2.220346,,43,27,48,,48
