edition,match_number,match_id,date_utc,stage,venue_side,team_id,team,opponent_team_id,opponent,primary_cohort,in_play_player_cards,fouls,rho,clock_variant,exp_match_min,exp_match_per_foul,opponent_exp_match_min,opponent_exp_match_per_foul,d_exp_match,d_exp_match_per_foul
2014,36,300186470,2014-06-23T16:00:00Z,group,home,43960,Netherlands,43925,Chile,yes,1,26,2,end_minus_one,29.18,1.122308,68.18,4.87,-39,-3.747692
2014,36,300186470,2014-06-23T16:00:00Z,group,away,43925,Chile,43960,Netherlands,yes,1,14,2,end_minus_one,68.18,4.87,29.18,1.122308,39,3.747692
2014,36,300186470,2014-06-23T16:00:00Z,group,home,43960,Netherlands,43925,Chile,yes,1,26,2,source_end,30.18,1.160769,69.18,4.941429,-39,-3.780659
2014,36,300186470,2014-06-23T16:00:00Z,group,away,43925,Chile,43960,Netherlands,yes,1,14,2,source_end,69.18,4.941429,30.18,1.160769,39,3.780659
2014,37,300186457,2014-06-24T20:00:00Z,group,home,43819,Japan,43926,Colombia,no,1,10,2,end_minus_one,77.25,7.725,30.25,1.680556,47,6.044444
2014,37,300186457,2014-06-24T20:00:00Z,group,away,43926,Colombia,43819,Japan,yes,1,18,2,end_minus_one,30.25,1.680556,77.25,7.725,-47,-6.044444
2014,37,300186457,2014-06-24T20:00:00Z,group,home,43819,Japan,43926,Colombia,no,1,10,2,source_end,78.25,7.825,31.25,1.736111,47,6.088889
2014,37,300186457,2014-06-24T20:00:00Z,group,away,43926,Colombia,43819,Japan,yes,1,18,2,source_end,31.25,1.736111,78.25,7.825,-47,-6.088889
2014,38,300186455,2014-06-24T20:00:00Z,group,home,43949,Greece,43854,Côte d'Ivoire,yes,0,12,2,end_minus_one,0,0,112.76,4.902609,-112.76,-4.902609
2014,38,300186455,2014-06-24T20:00:00Z,group,away,43854,Côte d'Ivoire,43949,Greece,no,3,23,2,end_minus_one,112.76,4.902609,0,0,112.76,4.902609
2014,38,300186455,2014-06-24T20:00:00Z,group,home,43949,Greece,43854,Côte d'Ivoire,yes,0,12,2,source_end,0,0,115.76,5.033043,-115.76,-5.033043
2014,38,300186455,2014-06-24T20:00:00Z,group,away,43854,Côte d'Ivoire,43949,Greece,no,3,23,2,source_end,115.76,5.033043,0,0,115.76,5.033043
2014,39,300186465,2014-06-24T16:00:00Z,group,home,43954,Italy,43930,Uruguay,no,3,19,2,end_minus_one,166.8,8.778947,54.9,2.889474,111.9,5.889474
2014,39,300186465,2014-06-24T16:00:00Z,group,away,43930,Uruguay,43954,Italy,yes,2,19,2,end_minus_one,54.9,2.889474,166.8,8.778947,-111.9,-5.889474
2014,39,300186465,2014-06-24T16:00:00Z,group,home,43954,Italy,43930,Uruguay,no,3,19,2,source_end,170.8,8.989474,56.9,2.994737,113.9,5.994737
2014,39,300186465,2014-06-24T16:00:00Z,group,away,43930,Uruguay,43954,Italy,yes,2,19,2,source_end,56.9,2.994737,170.8,8.989474,-113.9,-5.994737
2014,40,300186484,2014-06-24T16:00:00Z,group,home,43901,Costa Rica,43942,England,yes,1,18,2,end_minus_one,33.13,1.840556,76.26,4.76625,-43.13,-2.925694
