edition,match_number,fifa_match_id,stage,date_utc,team,opponent,team_id,is_official,recipient,id_player,card_type,minute_label,t_min,period,basis,t_end_min,t_end_source,rho,W1,D1,N_horizon,W2,first_yellow_t_min,event_description
2014,17,300186509,First stage,2014-06-17T19:00:00Z,Brazil,Mexico,43924,0,RAMIRES,298959,Y,44',44.0,3,90.0,93.05,fotmob,1,46.0,49.05,3,316.0,,RAMIRES (Brazil) is booked by the referee.
2014,17,300186509,First stage,2014-06-17T19:00:00Z,Mexico,Brazil,43911,0,Aguilar,289195,Y,58',58.0,5,90.0,93.05,fotmob,1,32.0,35.05,3,302.0,,Aguilar (Mexico) is booked by the referee.
2014,17,300186509,First stage,2014-06-17T19:00:00Z,Mexico,Brazil,43911,0,Vázquez,379264,Y,61',61.0,5,90.0,93.05,fotmob,1,29.0,32.05,3,299.0,,Vázquez (Mexico) is booked by the referee.
2014,17,300186509,First stage,2014-06-17T19:00:00Z,Brazil,Mexico,43924,0,T. SILVA,289964,Y,79',79.0,5,90.0,93.05,fotmob,1,11.0,14.05,3,281.0,,T. SILVA (Brazil) is booked by the referee.
2014,18,300186453,First stage,2014-06-18T22:00:00Z,Cameroon,Croatia,43849,0,Alexandre SONG,200261,R,39',39.0,3,90.0,92.12,fotmob,2,,106.24,3,,,Alexandre SONG (Cameroon) is sent off!
2014,18,300186453,First stage,2014-06-18T22:00:00Z,Croatia,Cameroon,43938,0,EDUARDO,214384,Y,88',88.0,5,90.0,92.12,fotmob,1,2.0,4.12,3,272.0,,EDUARDO (Croatia) is booked by the referee.
2014,19,300186498,First stage,2014-06-18T19:00:00Z,Chile,Spain,43925,0,A. Vidal,267543,Y,25',25.0,3,90.0,96.02,fotmob,1,65.0,71.02,3,335.0,,A. Vidal (Chile) is booked by the referee.
2014,19,300186498,First stage,2014-06-18T19:00:00Z,Spain,Chile,43969,0,Xabi ALONSO,207528,Y,40',40.0,3,90.0,96.02,fotmob,1,50.0,56.02,3,320.0,,Xabi ALONSO (Spain) is booked by the referee.
2014,19,300186498,First stage,2014-06-18T19:00:00Z,Chile,Spain,43925,0,E. Mena,349592,Y,60',60.0,5,90.0,96.02,fotmob,1,30.0,36.02,3,300.0,,E. Mena (Chile) is booked by the referee.
2014,20,300186478,First stage,2014-06-18T16:00:00Z,Australia,Netherlands,43976,0,CAHILL,213001,Y,42',42.0,3,90.0,93.12,fotmob,1,48.0,51.12,3,318.0,,CAHILL (Australia) is booked by the referee.
2014,20,300186478,First stage,2014-06-18T16:00:00Z,Netherlands,Australia,43960,0,Robin VAN PERSIE,217315,Y,46',46.0,5,90.0,93.12,fotmob,1,44.0,47.12,3,314.0,,Robin VAN PERSIE (Netherlands) is booked by the referee.
2014,21,300186468,First stage,2014-06-19T16:00:00Z,Côte d'Ivoire,Colombia,43854,0,Didier ZOKORA,176971,Y,54',54.0,5,90.0,94.3,fotmob,1,36.0,40.3,3,306.0,,Didier ZOKORA (Côte d'Ivoire) is booked by the referee.
2014,21,300186468,First stage,2014-06-19T16:00:00Z,Côte d'Ivoire,Colombia,43854,0,Tioté,291329,Y,89',89.0,5,90.0,94.3,fotmob,1,1.0,5.3,3,271.0,,Tioté (Côte d'Ivoire) is booked by the referee.
2014,22,300186454,First stage,2014-06-19T22:00:00Z,Japan,Greece,43819,0,HASEBE,289027,Y,11',11.0,3,90.0,94.28,fotmob,1,79.0,83.28,3,349.0,,HASEBE (Japan) is booked by the referee.
2014,22,300186454,First stage,2014-06-19T22:00:00Z,Greece,Japan,43949,0,KATSOURANIS,214887,Y,26',26.0,3,90.0,94.28,fotmob,1,64.0,68.28,3,334.0,,KATSOURANIS (Greece) is booked by the referee.
2014,22,300186454,First stage,2014-06-19T22:00:00Z,Greece,Japan,43949,0,KATSOURANIS,214887,Y2,37',37.0,3,90.0,94.28,fotmob,2,53.0,114.56,3,,26.0,KATSOURANIS (Greece) is booked by the referee.
2014,22,300186454,First stage,2014-06-19T22:00:00Z,Greece,Japan,43949,0,Samaras,297112,Y,54',54.0,5,90.0,94.28,fotmob,1,36.0,40.28,3,306.0,,Samaras (Greece) is booked by the referee.
2014,22,300186454,First stage,2014-06-19T22:00:00Z,Greece,Japan,43949,0,Torosidis,228336,Y,88',88.0,5,90.0,94.28,fotmob,1,2.0,6.28,3,272.0,,Torosidis (Greece) is booked by the referee.
2014,23,300186486,First stage,2014-06-19T19:00:00Z,Uruguay,England,43930,0,D. GODIN,229499,Y,8',8.0,3,90.0,95.08,fotmob,1,82.0,87.08,3,352.0,,D. GODIN (Uruguay) is booked by the referee.
2014,23,300186486,First stage,2014-06-19T19:00:00Z,England,Uruguay,43942,0,Steven GERRARD,214961,Y,67',67.0,5,90.0,95.08,fotmob,1,23.0,28.08,3,293.0,,Steven GERRARD (England) is booked by the referee.
2014,24,300186500,First stage,2014-06-20T16:00:00Z,Italy,Costa Rica,43954,0,M. Balotelli,301059,Y,68',68.0,5,90.0,93.73,fotmob,1,22.0,25.73,3,292.0,,M. Balotelli (Italy) is booked by the referee.
2014,24,300186500,First stage,2014-06-20T16:00:00Z,Costa Rica,Italy,43901,0,José Cubero,268822,Y,70',70.0,5,90.0,93.73,fotmob,1,20.0,23.73,3,290.0,,José Cubero (Costa Rica) is booked by the referee.
2014,25,300186514,First stage,2014-06-20T19:00:00Z,France,Switzerland,43946,0,Cabaye,358013,Y,87',87.0,5,90.0,94.22,fotmob,1,3.0,7.22,3,273.0,,Cabaye (France) is booked by the referee.
2014,26,300186463,First stage,2014-06-20T22:00:00Z,Honduras,Ecuador,43909,0,Bernárdez,213878,Y,6',6.0,3,90.0,94.4,fotmob,1,84.0,88.4,3,354.0,,Bernárdez (Honduras) is booked by the referee.
2014,26,300186463,First stage,2014-06-20T22:00:00Z,Honduras,Ecuador,43909,0,J. Bengtson,323623,Y,45'+2',47.0,3,90.0,94.4,fotmob,1,43.0,47.4,3,313.0,,J. Bengtson (Honduras) is booked by the referee.
